revenue,App Usage,months,eqpdays,Mobile,Married,isMale,pcown,Credit Card,Retention Calls,churndep
34.04,9,13,121,1,0,0,1,0,0,1
34.73,6,27,197,1,0,0,0,1,0,1
89.92,66,20,88,1,0,0,0,1,0,1
5.33,0,13,13,1,0,0,1,0,0,1
251.66,121,19,103,1,0,0,0,1,0,1
141.92,75.67,11,12,1,1,0,1,1,0,1
50,0,21,130,1,1,0,1,1,0,1
99.85,22.33,19,98,1,1,0,1,0,0,1
30.49,4.67,15,19,1,0,0,0,1,0,1
114.02,135.67,16,51,1,0,0,0,1,0,1
219.07,135.67,20,108,1,1,0,1,1,0,1
10,4.33,9,172,1,1,1,1,1,0,1
55.75,32.67,19,72,1,0,0,1,0,0,1
50,17,19,84,1,1,0,1,1,0,1
71.08,35,10,45,1,0,0,1,0,0,1
53.13,12,7,133,1,1,0,1,1,0,1
15.79,19.67,10,55,1,0,0,1,1,0,1
30.84,1.33,7,97,1,1,1,1,1,0,1
13.82,0.67,14,29,1,0,0,1,1,0,1
46.88,5.67,11,5,1,1,1,0,1,0,1
30.1,0,16,116,1,0,0,0,1,0,1
29.79,34.67,13,158,1,0,0,1,0,0,1
22.17,1,9,5,1,1,0,1,1,0,1
46.85,14.67,25,102,1,1,0,1,1,0,1
78.37,81,11,151,1,1,1,1,1,0,1
26.24,14.67,8,74,1,1,0,0,1,0,1
50.45,12,20,90,1,1,0,1,1,0,1
32.28,10.67,7,61,1,0,1,0,1,0,1
48.29,55.33,11,100,1,1,0,1,1,0,1
90.66,60.67,12,176,1,1,0,0,1,0,1
30.77,4,33,43,1,1,0,0,1,0,1
47.53,14,11,101,1,1,0,0,1,0,1
35.16,3,25,12,1,1,0,0,1,0,1
75.8,37,13,19,1,0,0,1,0,0,1
54.44,41.33,8,196,1,0,0,1,1,0,1
33.44,16,7,49,1,0,0,1,1,0,1
46.19,2.33,7,155,1,1,0,0,1,0,1
83.72,0,23,56,1,0,0,0,1,0,1
48.6,80.67,8,174,1,0,0,1,1,0,1
10.09,3.67,9,111,1,1,0,1,1,0,1
56.45,21.33,7,127,1,1,0,1,1,0,1
28.61,1.67,7,185,1,0,0,1,1,0,1
33.16,5,7,136,1,0,0,0,1,0,1
35.68,8.67,33,80,1,0,0,1,1,0,1
26.92,0.33,19,134,1,0,0,1,1,0,1
10.66,0,22,145,1,1,0,1,0,0,1
55.93,21,11,57,1,0,0,0,0,0,1
10.55,1.33,17,107,1,1,0,0,1,0,1
126.95,32,35,34,1,0,1,0,1,0,1
85.53,26.33,24,156,1,0,0,0,1,0,1
31,2.67,7,146,1,1,0,1,1,0,1
48,5.67,33,121,1,1,0,1,1,0,1
36.89,2.67,11,88,1,1,0,0,1,0,1
34.09,0,11,38,1,1,0,0,1,0,1
95.28,80,15,111,1,1,0,0,1,0,1
32.07,3.33,8,17,1,1,0,0,1,0,1
39.43,15,8,133,1,1,0,1,1,0,1
47.79,41,11,182,1,0,0,0,1,0,1
58.35,12.67,18,8,1,0,0,0,1,0,1
71.09,47.33,11,52,1,0,0,1,1,0,1
44.86,1,6,85,1,1,1,1,1,0,1
7.75,0,18,64,1,0,0,0,0,0,1
65.6,26,24,13,1,0,0,1,1,0,1
18.08,49.67,7,126,1,0,0,1,0,0,1
38.55,65.33,10,113,1,1,0,0,1,0,1
63.05,8.33,14,77,1,0,1,0,1,0,1
37.66,3.67,29,46,1,0,0,0,1,0,1
51.85,2,33,100,1,0,0,1,1,0,1
41.92,4.33,34,174,0,0,0,1,1,0,1
49.99,3,6,23,1,0,0,1,1,0,1
64.75,38.67,14,58,1,0,0,1,1,0,1
44.99,2,7,102,1,0,0,0,0,0,1
49.6,15.33,11,1,1,0,0,1,1,0,1
65.74,17,15,40,1,0,0,1,1,0,1
69.8,0.67,31,147,1,1,0,0,1,0,1
67.63,28,7,101,1,1,0,0,1,0,1
37.81,5.33,7,140,1,1,0,0,1,0,1
57.71,39,31,47,1,0,0,1,1,0,1
55.79,67.33,11,193,1,1,0,0,1,0,1
54.04,45.67,14,3,1,0,0,0,0,0,1
173.25,84.33,15,13,1,1,0,1,1,0,1
29.99,7,12,123,1,0,0,0,0,0,1
98.39,13.33,16,11,1,0,0,0,1,0,1
49.99,13,10,23,1,1,0,0,1,0,1
195.89,48,30,147,1,0,0,1,0,0,1
64.76,7,10,156,1,1,1,0,1,0,1
45.66,18,8,171,1,0,0,1,1,0,1
68.27,45,20,65,1,0,0,0,1,0,1
58.85,73.33,11,44,1,0,0,0,1,0,1
47.42,49.67,35,48,1,1,0,0,1,0,1
38.62,12.67,7,99,1,0,0,0,1,0,1
22.49,13.33,11,119,1,1,0,1,1,0,1
5,0,30,69,1,1,0,0,0,0,1
43.77,25.67,7,77,1,0,0,1,1,0,1
90.77,104.33,8,102,1,0,0,0,0,0,1
56.26,10.67,6,8,1,1,1,0,1,0,1
83.69,71.33,9,111,1,1,0,1,1,0,1
65.93,79.33,7,71,1,1,0,0,1,0,1
75.24,60,20,10,1,0,0,1,1,0,1
48.89,3,7,23,1,1,0,1,1,0,1
50.98,29,13,149,1,1,0,0,1,0,1
84.71,41.67,33,58,1,0,0,1,1,0,1
11.73,98.67,11,146,1,0,0,1,0,0,1
30.81,6,11,75,1,1,0,0,1,0,1
52.92,5.33,16,138,1,1,0,1,0,0,1
24.84,34,17,48,1,0,0,1,0,0,1
59.49,30.67,6,174,1,0,1,1,1,0,1
20.44,0,8,191,1,1,0,0,1,0,1
14.25,16,10,103,1,0,0,0,1,0,1
75.49,30.33,37,105,1,0,0,1,0,0,1
39.83,17.67,6,29,1,1,0,0,1,0,1
59.99,22,25,30,1,1,1,0,1,0,1
60.36,77,23,62,1,0,0,1,1,0,1
50.87,45,13,162,1,0,0,1,1,0,1
102.2,3.33,8,72,1,0,0,1,0,0,1
27.82,0,12,137,1,1,0,0,1,0,1
49.2,0,21,5,1,1,0,1,1,0,1
4.39,0,8,83,1,1,0,0,1,0,1
37.4,17.67,7,138,1,1,0,1,1,0,1
44.98,45,8,63,1,0,0,1,1,0,1
53.95,38,7,101,1,0,0,1,0,0,1
127.68,33.67,17,66,1,1,0,1,1,0,1
41.64,15.67,7,35,1,1,1,0,1,0,1
132.32,128,8,56,1,0,0,1,0,0,1
94.96,9.33,10,112,1,0,0,0,0,0,1
36.89,36.67,7,168,1,1,0,0,1,0,1
53.99,10.33,12,45,1,0,0,1,1,0,1
27,11.67,8,62,1,1,0,1,1,0,1
57.77,3.67,21,107,1,1,0,0,1,0,1
39.31,3.33,7,62,1,1,0,0,1,0,1
54.49,36.67,6,146,1,1,0,1,1,0,1
30.73,21.67,33,19,1,0,0,0,1,0,1
235.52,191,25,116,1,0,0,0,1,0,1
51.37,58,12,58,1,1,0,0,1,0,1
25.49,46,14,119,1,0,0,0,0,0,1
33.13,13.67,14,78,1,0,0,0,1,0,1
64.17,33,7,16,1,0,0,1,0,0,1
18.17,0,8,24,1,1,0,0,1,0,1
19.99,0,8,58,1,0,0,1,1,0,1
84.96,8.67,15,45,1,0,0,0,0,0,1
65.88,18.67,16,160,1,0,0,0,1,0,1
20.09,13,8,177,1,0,0,1,1,0,1
73.05,25.33,15,140,1,0,0,1,1,0,1
60.34,30.33,7,134,1,0,0,1,1,0,1
10,3.67,9,178,1,1,0,1,1,0,1
85.73,84,9,130,1,1,0,1,0,0,1
36.63,0,23,193,1,0,0,0,0,0,1
38.96,12,6,14,1,1,0,0,1,0,1
37.36,0,7,176,1,1,0,1,1,0,1
97.6,71.67,13,196,1,0,0,1,0,0,1
150.69,144,12,88,1,0,0,1,1,0,1
45.38,3.67,12,13,1,1,0,1,1,0,1
61.51,13,27,172,1,1,0,0,1,0,1
16.81,7.67,9,170,1,1,0,0,1,0,1
45.31,30.33,14,158,1,0,0,0,1,0,1
30.19,25.33,11,184,1,0,0,1,1,0,1
30.49,0.33,7,162,1,0,0,0,1,0,1
46.32,32,7,118,1,0,1,1,1,0,1
87.47,65.67,11,197,1,0,0,0,0,0,1
170.67,35.33,18,17,1,0,0,1,0,0,1
56.33,78.67,11,102,1,0,0,0,0,0,1
90.21,32.33,37,177,1,0,0,0,0,0,1
112.22,60.67,13,65,1,0,0,0,0,0,1
38.44,3.33,7,126,1,1,0,0,1,0,1
23.24,14.67,33,185,1,1,0,0,1,0,1
45.84,40.67,20,33,1,0,0,1,0,0,1
10,2,10,63,1,1,0,0,1,0,1
169.22,40,9,174,1,1,0,0,1,0,1
89.64,21.67,12,1,1,0,0,0,1,0,1
52.38,106,14,53,1,1,0,1,1,0,1
27.78,0.33,7,146,1,0,1,1,1,0,1
27.73,0.67,7,148,1,0,0,0,1,0,1
51.19,37.67,22,43,1,0,0,0,0,0,1
65.83,63,18,95,1,1,0,1,1,0,1
12.27,0,8,191,1,0,0,0,1,0,1
185.51,84,15,148,1,0,0,0,0,0,1
10,10.67,9,42,1,0,0,0,1,0,1
53.39,60.33,10,168,1,0,0,0,1,0,1
59.12,68.67,12,148,1,0,1,0,1,0,1
45.05,44.33,21,104,1,1,0,1,1,0,1
23.19,42.33,11,154,1,1,0,1,1,0,1
76.67,23,14,190,1,0,0,0,0,0,1
10.74,27.67,9,130,1,1,1,0,1,0,1
49.37,30.33,34,103,1,0,0,0,1,0,1
23.99,2.67,11,131,1,0,0,0,0,0,1
38.12,8.67,7,129,1,1,0,0,1,0,1
96.09,4.67,24,145,1,0,0,1,1,0,1
38.89,12.33,7,71,1,1,0,1,1,0,1
35.57,18.33,8,119,1,0,0,0,1,0,1
33.95,6.67,6,166,1,1,0,1,1,0,1
37.48,5.67,6,125,1,0,0,1,1,0,1
37.67,10.33,7,94,1,0,0,0,1,0,1
97.04,49.67,13,67,1,0,0,0,0,0,1
30.86,0,11,157,1,0,0,0,0,0,1
64.48,75.67,8,65,1,1,0,1,1,0,1
50.24,10.33,17,159,1,0,0,0,0,0,1
17.16,2.33,7,44,1,1,0,1,1,0,1
46.39,0,23,182,1,0,0,0,1,0,1
71.03,24,35,93,1,0,0,0,0,0,1
37.81,1,6,167,1,1,0,1,1,0,1
138.61,98,19,44,1,1,0,1,1,0,1
30.26,0,6,21,1,1,0,0,1,0,1
37.83,21.33,7,142,1,0,0,0,1,0,1
15.18,2.67,8,124,1,1,1,0,1,0,1
37.18,44,11,123,1,0,0,1,1,0,1
30.85,2.67,6,107,1,1,0,1,1,0,1
63.8,15,19,158,1,1,0,0,1,0,1
43.43,35,12,200,1,0,0,0,1,0,1
44.21,16.67,7,19,1,0,0,1,1,0,1
31.11,0,7,180,1,1,0,0,1,0,1
37.18,15.67,6,100,1,0,0,1,1,0,1
35.91,18,7,49,1,0,0,0,1,0,1
37.53,19,23,32,1,0,0,0,0,0,1
42.11,53.67,9,15,1,0,0,1,1,0,1
97.53,56.33,20,102,1,0,0,1,1,0,1
43.8,18,12,103,1,0,0,0,0,0,1
59.11,98.67,19,38,1,0,0,1,1,0,1
46.79,4.67,17,143,0,1,0,1,1,0,1
87.61,89.67,33,13,1,1,0,1,1,0,1
30.36,0,6,74,1,1,0,0,1,0,1
31.33,4.33,33,138,1,0,0,0,0,0,1
32.78,11.33,43,30,1,1,0,0,1,0,1
63.99,62,20,179,1,0,0,0,0,0,1
76.09,51.33,10,48,1,0,0,0,1,0,1
41.14,0.67,16,148,1,0,0,1,0,0,1
117.51,23,11,151,1,0,0,0,0,0,1
89.41,21,13,151,1,0,0,1,1,0,1
49.64,36.33,8,93,1,0,0,1,1,0,1
70.09,66.67,23,25,1,0,0,0,1,0,1
108.85,77.33,31,66,1,0,0,1,1,0,1
62.1,50.33,26,4,1,0,0,0,1,0,1
61.7,70,10,110,1,0,0,1,0,0,1
43.02,12.67,10,15,1,1,0,0,1,0,1
115.91,58,15,42,1,0,0,0,1,0,1
130.68,118.33,9,101,1,0,0,1,1,0,1
15.75,11.33,31,188,0,0,1,0,1,0,1
40.4,0,35,11,1,0,0,0,0,0,1
65.48,42,23,32,1,0,0,0,0,0,1
72.98,65.67,13,119,1,0,0,1,1,0,1
29.99,0.33,10,166,1,0,0,0,0,0,1
33.3,44,7,198,1,1,0,1,1,0,1
10,4.67,9,127,1,0,0,0,1,0,1
47.49,18.33,8,50,1,0,0,1,1,0,1
100.94,0,23,68,1,1,0,0,1,0,1
42.58,14.67,35,145,1,0,0,0,1,0,1
52.05,48.33,12,30,1,0,0,0,1,0,1
107.22,20.33,36,143,1,0,0,1,0,0,1
119.38,24.33,10,65,1,1,0,1,1,0,1
15.96,27.67,8,58,1,1,0,0,0,0,1
45.52,9,6,73,1,1,0,0,1,0,1
53.34,16.33,7,174,1,1,0,1,1,0,1
124.4,44,14,2,1,0,0,1,0,0,1
11.92,40.67,11,163,1,0,0,0,1,0,1
39.99,1.33,13,123,1,0,0,0,1,0,1
35.77,3.67,6,164,1,1,0,1,1,0,1
10.59,38.67,11,50,1,0,0,0,1,0,1
99.26,39.33,28,6,1,0,0,0,1,0,1
38.1,2.67,6,5,1,0,0,0,1,0,1
69.26,24,14,105,1,0,1,1,1,0,1
48.89,26.33,16,105,1,0,0,0,1,0,1
59.05,5,28,31,1,1,0,0,1,0,1
208.43,86.33,11,153,1,1,0,1,1,0,1
75.27,65,23,125,1,0,0,0,0,0,1
78.96,82.67,24,172,1,0,0,0,0,0,1
72.07,43.67,11,64,1,1,0,1,0,0,1
81.71,34,21,1,1,1,0,1,1,0,1
50.57,20.67,6,52,1,0,0,1,1,0,1
127.39,15.33,31,16,1,1,0,0,1,0,1
73.09,119,10,189,1,1,0,0,1,0,1
5,0,22,116,1,1,0,0,1,0,1
49.99,10.33,11,98,1,1,0,0,1,0,1
107.68,45.67,12,83,1,0,0,1,0,0,1
29.78,10,12,140,1,1,0,0,1,0,1
33.65,9,7,62,1,1,0,1,1,0,1
53.8,3,12,1,1,0,0,0,0,0,1
38.76,0,9,96,1,1,0,0,1,0,1
43.36,48.33,11,187,1,1,0,0,1,0,1
119.88,43,12,39,1,0,0,0,1,0,1
24.59,1,8,137,1,0,0,1,1,0,1
45.34,2.33,7,47,1,0,0,1,1,0,1
49.99,0,32,164,1,1,0,0,1,0,1
76.49,8,10,125,1,1,1,1,1,0,1
55.49,12,7,146,1,0,0,0,1,0,1
30.17,1.67,11,128,1,0,0,0,0,0,1
37,33,7,122,1,0,0,1,1,0,1
41.17,34.33,6,143,1,0,0,0,1,0,1
33.85,17.67,8,88,1,0,0,1,1,0,1
63.68,77.33,6,164,1,0,0,0,0,0,1
51.64,31,22,132,1,0,0,0,1,0,1
30.55,0.33,27,80,1,1,0,1,1,0,1
102.97,126.67,16,63,1,0,0,1,1,0,1
18.67,6.33,13,152,1,0,0,0,0,0,1
61.69,4.67,7,135,1,1,0,1,1,0,1
33.92,13.33,7,125,1,0,0,1,1,0,1
68.5,37.67,7,194,1,0,0,1,1,0,1
164.64,54.33,14,63,1,0,0,1,1,0,1
135.43,178,11,192,1,0,0,0,0,0,1
10.09,0,8,38,1,0,0,1,1,0,1
82.79,16.33,13,123,1,0,0,1,0,0,1
30.42,51.33,11,155,1,1,0,0,1,0,1
102.69,29.67,9,73,1,1,0,0,0,0,1
109.98,29.33,10,68,1,0,0,0,1,0,1
45.41,0,7,187,1,0,0,1,1,0,1
34.99,6.67,18,88,1,1,0,1,1,0,1
85.29,16,16,48,1,1,1,1,1,0,1
154.86,115.67,8,35,1,0,0,0,0,0,1
7.64,0,19,101,1,1,1,0,1,0,1
65.86,6.33,31,186,1,1,0,1,1,0,1
37.44,6.33,23,153,1,1,0,0,1,0,1
215.41,148.33,10,120,1,0,0,0,0,0,1
28.78,22.67,16,176,1,0,0,1,0,0,1
43.06,63.33,21,29,1,1,1,0,1,0,1
35.59,1.67,20,187,1,1,0,0,0,0,1
48.79,13.33,25,194,1,0,0,0,1,0,1
58.68,33.33,7,21,1,0,0,1,1,0,1
103.08,0.67,18,108,0,0,0,0,1,0,1
196.28,37.67,10,152,1,1,0,0,1,0,1
66.66,80.33,7,190,1,1,0,0,1,0,1
65.73,30.67,7,20,1,1,0,1,0,0,1
18.81,14.33,13,193,1,1,0,0,0,0,1
75.49,18.33,6,200,1,0,0,0,1,0,1
13.83,11,7,162,1,0,0,1,1,0,1
122.92,74,6,150,1,0,0,0,1,0,1
41.96,24.67,6,58,1,1,0,0,1,0,1
105.04,7.67,11,23,1,1,0,0,1,0,1
34,47,7,122,1,1,0,1,1,0,1
38.94,20.67,33,66,1,0,0,0,0,0,1
50.73,44,27,45,1,0,0,1,0,0,1
39,23,8,113,1,0,0,1,0,0,1
42.44,4,17,19,1,1,0,0,1,0,1
90.06,35.67,12,58,1,0,0,1,1,0,1
50.52,4,14,69,1,1,0,1,1,0,1
32.47,11,12,186,1,0,0,1,0,0,1
51.57,17.33,9,158,1,0,0,1,0,0,1
50.73,79,21,180,1,1,0,0,1,0,1
62.31,0.33,17,50,1,1,0,1,1,0,1
59.35,10.67,10,184,1,0,0,1,0,0,1
80.08,86.33,12,28,1,1,0,1,1,0,1
49.26,89,16,110,1,0,0,0,1,0,1
54.08,92.33,21,64,1,0,0,0,1,0,1
54.12,8.67,31,200,1,1,0,1,0,0,1
63.32,14,17,179,1,0,0,1,0,0,1
35.98,32,9,97,1,1,0,0,1,0,1
79.79,13,9,102,1,0,0,0,1,0,1
33.77,34.67,28,95,1,1,1,1,1,0,1
9.59,1,20,192,1,1,0,0,1,0,1
43.1,31.67,7,112,1,1,0,1,1,0,1
53.92,72,11,187,1,0,0,1,1,0,1
66.12,2.33,11,74,1,0,0,0,1,0,1
45.13,97.67,7,44,1,0,0,1,0,0,1
56.99,88.33,12,178,1,0,0,1,1,0,1
54.51,21.33,8,108,1,1,0,0,1,0,1
50.45,14.67,20,77,1,1,0,1,1,0,1
78.99,19.67,11,113,1,0,0,1,0,0,1
12.42,0,11,44,1,0,0,1,1,0,1
92.99,58.33,24,191,0,1,0,0,1,0,1
70.59,38.67,13,146,1,0,0,1,1,0,1
55.69,0,11,151,1,0,0,0,0,0,1
51.18,7,12,131,1,1,0,0,1,0,1
35.08,29,14,21,1,0,0,1,0,0,1
44.05,0,19,111,0,0,0,1,1,0,1
37.37,25.67,7,178,1,1,0,1,1,0,1
45.15,1.33,11,174,1,1,0,1,0,0,1
56.88,0,11,185,1,0,0,1,0,0,1
85.58,48.67,37,31,1,0,0,0,1,0,1
60.26,53.67,14,172,1,0,0,1,0,0,1
136.57,89,11,27,1,0,0,1,1,0,1
10.09,0,7,166,1,1,0,0,1,0,1
45.43,63,7,112,1,0,0,1,0,0,1
164.92,4.33,8,175,1,1,0,0,1,0,1
44.45,30.33,11,111,1,1,0,0,1,0,1
79.32,24.33,27,121,1,0,0,1,0,0,1
184.47,150.67,16,5,1,1,0,1,0,0,1
134.96,7.33,15,85,1,0,0,0,0,0,1
15.7,57.33,9,135,1,1,0,1,1,0,1
89.51,46,12,106,1,0,0,0,0,0,1
215.5,85.33,16,94,1,0,0,1,0,0,1
68.38,44,11,140,1,0,0,0,1,0,1
40.15,14.67,19,102,1,0,0,0,1,0,1
25.65,0.67,17,108,1,1,0,0,1,0,1
94.73,6.33,9,150,1,0,0,1,0,0,1
60.47,49,13,5,1,1,1,0,1,0,1
44.07,4,23,65,1,0,0,1,1,0,1
16.53,8.67,7,95,1,1,0,1,1,0,1
110.16,41.67,7,2,1,0,0,1,0,0,1
17.9,15.33,20,57,1,0,0,0,1,0,1
68.62,6.33,12,7,1,0,0,0,0,0,1
23.48,3.33,7,82,1,1,0,0,1,0,1
103.31,21.67,8,176,1,0,0,1,1,0,1
30.26,0,6,21,1,0,0,0,1,0,1
36.28,58.33,7,31,1,0,0,0,1,0,1
52.99,17,10,83,1,0,0,0,0,0,1
31.1,4.67,25,60,1,0,0,1,1,0,1
71.38,112.33,30,188,1,0,0,1,0,0,1
56.04,3,12,163,1,0,0,1,1,0,1
39.57,11.67,20,41,1,0,0,0,0,0,1
50.09,19.33,16,37,1,0,0,1,0,0,1
47.14,16.33,7,134,1,0,0,1,1,0,1
49.77,18.33,13,96,1,0,0,1,1,0,1
54.86,95.33,11,197,1,1,0,1,1,0,1
19.99,0,18,55,1,0,0,1,1,0,1
25.29,26,20,41,1,0,0,0,1,0,1
48.15,18,7,162,1,0,0,1,1,0,1
38.12,17.67,6,70,1,0,0,1,1,0,1
47.22,21.33,14,176,1,0,0,1,1,0,1
55.28,12,17,130,1,1,0,1,1,0,1
20.36,2.67,17,157,1,0,0,1,1,0,1
37.43,9.67,33,86,1,1,0,1,1,0,1
26.42,0,14,110,1,0,0,0,1,0,1
55.06,110.33,18,120,1,1,0,1,1,0,1
49.03,25,7,70,1,0,0,0,0,0,1
18.1,27.33,8,85,1,0,0,1,1,0,1
68.04,23.33,20,89,1,0,0,1,0,0,1
103.95,97.33,18,151,1,1,1,1,1,0,1
25.58,28.67,33,21,1,1,0,0,0,0,1
130.97,17.33,30,105,1,0,0,1,1,0,1
66.96,34.67,11,7,1,0,0,1,0,0,1
105.22,53.67,15,22,1,0,0,0,0,0,1
210.62,81.67,17,122,1,1,0,1,1,0,1
120.93,124,21,9,1,0,0,0,1,0,1
59.96,28.33,25,11,1,1,0,0,1,0,1
222.03,21.67,13,187,1,0,0,0,1,0,1
10,7.33,27,114,1,1,0,1,1,0,1
142.92,32.67,13,189,1,1,0,1,1,0,1
57.38,9.33,26,154,1,0,0,0,1,0,1
83.59,153.67,12,139,1,0,0,0,1,0,1
57.16,76,9,196,1,0,0,1,0,0,1
10.5,3.67,24,52,1,1,0,0,1,0,1
62.44,52,11,114,1,0,0,1,0,0,1
10.09,13,7,167,1,1,0,1,1,0,1
32.32,18,16,185,0,1,0,1,1,0,1
81.19,77.67,12,61,1,0,0,0,0,0,1
155.56,104.33,13,60,1,0,0,1,0,0,1
54.59,29.33,7,147,1,0,0,0,0,0,1
153.1,39,15,74,1,1,0,1,1,0,1
65.82,49.67,18,161,1,0,0,0,1,0,1
66.56,199,9,145,1,0,0,1,0,0,1
43.59,25.67,19,97,1,0,0,0,0,0,1
36.92,31.33,6,104,1,0,1,0,1,0,1
80.34,0,21,17,1,0,0,1,1,0,1
14,0,15,104,1,1,0,0,1,0,1
39.1,34,10,132,1,0,1,0,1,0,1
10,10.33,14,28,1,0,0,0,1,0,1
28.64,0,7,121,1,1,0,0,1,0,1
89.29,49.67,19,181,1,0,0,0,0,0,1
68.61,7,7,198,1,0,0,0,1,0,1
49.99,6.33,7,90,1,1,0,1,1,0,1
35.49,2.33,8,120,1,0,0,1,0,0,1
53.26,17.33,15,50,1,0,0,0,1,0,1
75.65,53.67,11,70,1,1,0,0,1,0,1
95.82,119.33,16,63,1,0,0,1,0,0,1
57.08,4,14,122,0,1,0,0,1,0,1
120.33,63.67,8,145,1,0,0,1,1,0,1
72.63,30,14,157,1,0,0,1,0,0,1
29.99,2.33,7,176,1,1,0,1,1,0,1
30.19,5.67,16,63,1,0,0,1,1,0,1
298.85,45.33,28,18,1,1,0,1,1,0,1
45.34,78.33,11,187,1,0,0,1,1,0,1
36.87,21.67,31,147,1,0,0,1,1,0,1
35.04,25,17,66,1,0,1,0,1,0,1
44.6,41.67,7,138,1,0,0,1,1,0,1
16.25,10.33,19,172,1,0,0,0,1,0,1
44.43,8,21,164,1,1,0,1,1,0,1
61.81,16,29,26,1,1,1,1,1,0,1
59.02,16,18,37,1,0,0,1,1,0,1
65.41,45,13,127,1,0,0,1,0,0,1
88.24,45.33,35,91,1,0,0,1,1,0,1
220.24,78.33,12,143,1,0,0,0,1,0,1
62.2,2.67,9,91,1,1,0,1,1,0,1
46.52,19.67,11,118,1,0,0,1,1,0,1
56.09,4.33,13,54,1,1,0,0,1,0,1
35.49,8,11,14,1,0,0,1,0,0,1
13.35,0,20,87,1,0,0,0,1,0,1
92.99,3,22,191,1,0,0,1,1,0,1
36.36,23.33,31,121,1,0,0,1,1,0,1
66.66,92.33,21,140,1,0,0,1,0,0,1
95.85,19,12,5,1,1,0,1,1,0,1
36.45,18,7,162,1,0,0,0,0,0,1
140.22,16.67,24,27,1,1,0,1,1,0,1
70.41,28,29,191,1,1,1,0,1,0,1
44.18,40.67,12,121,1,0,0,0,1,0,1
64.12,46.67,10,40,1,0,0,0,0,0,1
82.77,27.67,23,44,1,0,0,0,1,0,1
85.1,4.33,13,200,1,0,0,1,0,0,1
59.89,15.67,23,183,1,0,0,0,1,0,1
122.6,21.67,12,63,1,1,1,0,1,0,1
31.81,38.67,24,165,1,0,0,0,1,0,1
41.95,29.67,32,57,1,0,0,0,0,0,1
40.1,67.67,12,58,1,0,0,0,0,0,1
81.53,63.33,16,13,1,0,0,1,0,0,1
44.53,6.67,11,162,1,0,0,0,0,0,1
50.82,6.33,20,34,0,0,0,0,1,0,1
116.71,47.33,7,135,1,1,0,0,1,0,1
35.57,33.33,23,200,1,1,1,0,1,0,1
32.01,6.33,7,81,1,0,0,0,1,0,1
111.78,21.33,23,58,1,0,0,0,0,0,1
84.26,107.67,19,150,1,0,0,1,0,0,1
29.99,2,46,3,1,1,0,1,1,0,1
42.52,2.67,12,35,1,0,0,0,0,0,1
120.23,9.33,19,34,1,0,0,1,0,0,1
14.72,36.33,9,89,1,0,0,1,1,0,1
11.77,9.33,7,56,1,1,0,1,1,0,1
52.02,39,21,179,1,1,0,1,1,0,1
35.82,0.67,24,161,1,0,0,1,0,0,1
58.15,81.33,21,53,1,0,0,1,1,0,1
67.67,130.67,7,119,1,0,0,1,0,0,1
37.72,53.67,13,185,1,0,0,0,0,0,1
76.24,24.33,19,156,1,0,0,0,0,0,1
57.85,9.33,11,147,1,0,0,0,0,0,1
129.27,123.67,13,101,1,0,0,1,0,0,1
64.14,26.67,13,189,1,1,0,0,1,0,1
50.1,76.67,12,200,1,1,1,0,1,0,1
34.99,48.67,16,46,0,0,0,1,0,0,1
25.26,7.33,18,107,1,0,0,0,0,0,1
32.88,12,19,95,1,1,0,1,1,0,1
61.62,14.33,47,153,1,1,0,0,0,0,1
60.03,32,7,79,1,1,0,0,1,0,1
325.22,68.67,28,184,1,1,0,0,1,0,1
37.91,26.67,36,67,1,0,0,1,0,0,1
167.65,1.67,22,11,1,0,0,1,0,0,1
10,7.67,7,4,1,1,0,0,1,0,1
84.61,15.67,7,194,1,1,0,0,0,0,1
53.68,71.33,9,90,1,0,0,1,1,0,1
54.78,58.33,23,89,1,1,0,0,1,0,1
37.44,34.67,12,103,1,0,0,0,0,0,1
39.99,17,11,147,1,1,0,0,1,0,1
136.3,0,21,64,1,0,0,0,0,0,1
55.09,0,12,99,1,0,0,0,0,0,1
50.94,21.67,21,127,1,0,0,1,1,0,1
39.48,7,7,71,1,0,0,1,0,0,1
41.57,37,12,150,1,1,0,0,1,0,1
81,34.67,19,89,1,0,0,1,1,0,1
27.28,21,26,119,1,1,0,0,1,0,1
45.79,10.33,21,24,1,0,0,0,0,0,1
22.67,14,7,172,1,0,0,1,1,0,1
94.77,22.33,16,117,1,0,0,0,0,0,1
53.24,24.33,49,69,1,1,0,0,1,0,1
105.99,61.67,16,33,1,0,0,0,0,0,1
10.35,3.33,7,50,1,1,0,0,1,0,1
106.64,8.33,21,49,1,0,0,1,1,0,1
38.01,4.67,19,35,1,0,0,1,1,0,1
44.99,0,27,169,1,1,0,0,1,0,1
34.99,0,11,62,1,0,0,1,1,0,1
30.69,0,14,185,1,0,0,1,0,0,1
135.24,18,14,150,1,0,0,1,1,0,1
76.7,20.67,33,125,1,0,1,0,1,0,1
127.39,53.67,35,188,1,0,0,0,1,0,1
49.99,54,23,116,1,0,0,0,1,0,1
44.07,84.67,33,48,1,0,0,0,0,0,1
34.37,3.33,6,183,1,0,1,0,1,0,1
28.24,12.67,9,35,1,1,0,1,1,0,1
60.09,0,15,116,1,0,0,1,0,0,1
49.06,100.67,8,73,1,0,0,1,1,0,1
