customer_id,Gender,geo_group,age,Promotion,Channel
SB0000059450,F,EU,29,2,Email
SB0000084514,F,ROW,44,3,Email
SB0000037717,M,ROW,28,1,Email
SB0000121765,M,ROW,44,2,Email
SB0000101188,F,ROW,35,1,Email
SB0000036321,M,North America,40,1,Email
SB0000029701,F,North America,37,3,Email
SB0000089793,M,North America,36,1,Email
SB0000063713,F,EU,33,1,Email
SB0000109499,F,North America,37,2,Email
SB0000112898,F,North America,47,2,Email
SB0000077967,M,Asia,35,2,Email
SB0000074508,F,EU,35,3,Email
SB0000064812,F,EU,24,2,Email
SB0000050087,M,North America,35,2,Email
SB0000121240,F,North America,37,3,Email
SB0000142810,F,North America,33,1,Email
SB0000120544,F,EU,31,2,Email
SB0000108094,M,ROW,47,3,Email
SB0000030304,F,North America,40,1,Email
SB0000055427,F,North America,44,3,Email
SB0000117227,M,EU,27,1,Email
SB0000106250,M,ROW,31,3,Email
SB0000111219,M,Asia,22,2,Email
SB0000105040,F,EU,44,2,Email
SB0000137042,M,Asia,31,2,Email
SB0000075357,F,North America,37,3,Email
SB0000103518,F,ROW,34,1,Email
SB0000068762,F,Asia,31,3,Email
SB0000028739,F,North America,27,3,Email
SB0000051958,M,North America,49,1,Email
SB0000110566,M,North America,40,1,Email
SB0000081421,M,North America,31,1,Email
SB0000117674,M,Asia,50,3,Email
SB0000141370,F,ROW,32,3,Email
SB0000101230,F,North America,35,3,Email
SB0000017960,M,North America,34,1,Email
SB0000064443,M,ROW,38,1,Email
SB0000114258,F,ROW,41,3,Email
SB0000091081,M,North America,35,3,Email
SB0000106909,M,EU,31,1,Email
SB0000090975,M,Asia,28,2,Email
SB0000084318,F,EU,31,1,Email
SB0000117776,M,EU,40,1,Email
SB0000123655,M,North America,38,3,Email
SB0000145952,F,Asia,33,3,Email
SB0000138631,M,Asia,33,1,Email
SB0000138733,F,ROW,40,3,Email
SB0000042266,F,EU,58,3,Email
SB0000078624,M,North America,34,2,Email
SB0000014297,F,North America,40,2,Email
SB0000089482,M,EU,32,2,Email
SB0000075891,M,EU,32,2,Email
SB0000123509,M,ROW,39,3,Email
SB0000063487,F,North America,42,1,Email
SB0000122000,F,North America,30,3,Email
SB0000130537,M,North America,39,1,Email
SB0000105599,F,North America,39,1,Email
SB0000102603,M,EU,40,2,Email
SB0000018133,F,ROW,30,2,Email
SB0000024292,M,EU,30,2,Email
SB0000132927,F,EU,35,1,Email
SB0000052463,M,North America,37,2,Email
SB0000106897,F,Asia,34,1,Email
SB0000150489,F,EU,37,2,Email
SB0000045636,F,North America,32,1,Email
SB0000067399,F,North America,24,2,Email
SB0000089918,F,EU,28,2,Email
SB0000045579,M,North America,62,2,Email
SB0000145109,M,EU,31,2,Email
SB0000037326,F,EU,39,3,Email
SB0000043187,M,North America,34,1,FaceBook
SB0000015221,M,ROW,33,3,Email
SB0000131091,F,North America,29,2,Google
SB0000073096,M,ROW,19,1,FaceBook
SB0000097251,M,EU,36,2,Google
SB0000103139,F,EU,63,1,FaceBook
SB0000041157,M,North America,39,3,Email
SB0000059983,M,EU,32,2,Google
SB0000055552,F,EU,33,3,Email
SB0000068290,M,North America,45,1,FaceBook
SB0000134662,F,Asia,63,2,Google
SB0000120527,F,Asia,31,1,FaceBook
SB0000119015,M,ROW,28,3,Email
SB0000046393,F,North America,57,2,Google
SB0000082598,F,EU,34,2,Google
SB0000125542,F,North America,42,2,Google
SB0000140587,F,EU,52,2,Google
SB0000128653,M,EU,51,2,Google
SB0000107666,M,EU,25,2,Google
SB0000050644,F,ROW,37,1,FaceBook
SB0000077468,F,ROW,32,2,Google
SB0000039668,F,North America,51,2,Google
SB0000100312,F,North America,49,1,FaceBook
SB0000078998,M,Asia,23,2,Google
SB0000098566,M,EU,36,2,Google
SB0000129362,F,EU,38,1,FaceBook
SB0000077472,F,North America,31,1,FaceBook
SB0000096783,M,Asia,43,3,Email
SB0000058208,M,North America,22,1,FaceBook
SB0000063866,M,EU,36,3,Email
SB0000031961,F,ROW,30,1,FaceBook
SB0000139808,M,North America,41,3,Email
SB0000059111,F,EU,22,1,FaceBook
SB0000052569,M,North America,57,2,Google
SB0000090958,F,North America,37,2,Google
SB0000060103,M,EU,41,3,Email
SB0000080620,M,EU,32,2,Google
SB0000053627,F,North America,40,1,FaceBook
SB0000082606,M,EU,56,3,Email
SB0000056235,M,EU,34,3,Email
SB0000106044,M,North America,39,1,FaceBook
SB0000123765,F,ROW,30,3,Email
SB0000144795,F,North America,62,3,Email
SB0000129396,F,Asia,47,1,FaceBook
SB0000042400,M,North America,40,3,Email
SB0000094352,M,ROW,38,3,Email
SB0000108688,F,ROW,36,1,FaceBook
SB0000015067,M,EU,32,1,FaceBook
SB0000149200,F,Asia,41,3,Email
SB0000054163,M,North America,36,1,FaceBook
SB0000110730,F,EU,43,2,Google
SB0000122701,F,Asia,45,3,Email
SB0000037786,F,EU,43,3,Email
SB0000024159,M,Asia,23,1,FaceBook
SB0000065360,M,North America,38,1,FaceBook
SB0000129261,M,North America,29,1,FaceBook
SB0000099322,F,North America,39,2,Google
SB0000114284,M,ROW,64,3,Email
SB0000093450,F,North America,28,2,Google
SB0000015443,M,EU,32,2,Google
SB0000084782,M,Asia,24,2,Google
SB0000053391,M,Asia,22,3,Email
SB0000047980,F,EU,37,3,Email
SB0000020461,M,North America,25,3,Email
SB0000134756,F,EU,29,1,FaceBook
SB0000089426,F,North America,35,3,Email
SB0000127030,F,ROW,45,2,Google
SB0000084091,M,Asia,32,1,FaceBook
SB0000116000,M,Asia,46,3,Email
SB0000133214,F,EU,36,1,FaceBook
SB0000029060,F,EU,41,2,Google
SB0000063807,M,EU,28,2,Google
SB0000055557,F,Asia,24,2,Google
SB0000093292,M,Asia,35,1,FaceBook
SB0000045635,M,ROW,51,1,FaceBook
SB0000071579,F,EU,59,3,Email
SB0000028433,F,North America,21,2,Google
SB0000114355,F,EU,28,1,FaceBook
SB0000073973,M,North America,40,3,Email
SB0000068709,F,North America,36,3,Email
SB0000047849,F,North America,43,2,Google
SB0000147404,F,ROW,35,3,Email
SB0000033573,M,EU,43,1,FaceBook
SB0000081876,M,Asia,27,3,Email
SB0000150492,M,EU,31,1,FaceBook
SB0000113946,F,EU,60,1,FaceBook
SB0000107221,F,EU,21,1,FaceBook
SB0000033963,M,EU,27,3,Email
SB0000130501,F,North America,40,3,Email
SB0000080611,M,North America,64,3,Email
SB0000130198,F,EU,39,1,FaceBook
SB0000096591,M,EU,33,1,FaceBook
SB0000132755,M,North America,54,2,Google
SB0000112666,F,ROW,44,2,Google
SB0000112873,F,EU,49,1,FaceBook
SB0000146909,M,EU,39,3,Email
SB0000023488,F,North America,30,1,FaceBook
SB0000122808,M,EU,36,2,Google
SB0000114880,F,Asia,42,1,FaceBook
SB0000119395,M,North America,26,1,FaceBook
SB0000123018,F,EU,29,2,Google
SB0000031212,F,North America,39,1,FaceBook
SB0000104053,F,North America,43,2,Google
SB0000144800,F,North America,40,1,FaceBook
SB0000115970,F,North America,40,1,FaceBook
SB0000079647,F,EU,48,3,Email
SB0000097574,M,EU,18,1,FaceBook
SB0000112158,M,North America,49,1,FaceBook
SB0000028605,F,EU,39,2,FaceBook
SB0000065399,M,Asia,27,1,FaceBook
SB0000146176,M,North America,34,3,FaceBook
SB0000047594,M,ROW,32,1,FaceBook
SB0000115411,M,North America,28,1,FaceBook
SB0000134564,M,North America,45,3,FaceBook
SB0000048239,F,EU,39,2,FaceBook
SB0000124215,M,EU,35,1,FaceBook
SB0000144548,F,North America,28,1,FaceBook
SB0000023318,F,ROW,42,3,FaceBook
SB0000135388,M,EU,23,3,FaceBook
SB0000072043,M,EU,43,3,FaceBook
SB0000066535,M,North America,22,2,FaceBook
SB0000140665,M,EU,40,1,FaceBook
SB0000055914,F,ROW,30,2,FaceBook
SB0000132815,M,North America,46,1,FaceBook
SB0000121509,M,North America,35,3,FaceBook
SB0000146113,M,EU,30,2,FaceBook
SB0000020542,M,North America,40,3,FaceBook
SB0000141540,M,ROW,31,3,FaceBook
SB0000041531,M,EU,36,3,FaceBook
SB0000030993,F,EU,33,3,FaceBook
SB0000141173,M,Asia,35,1,FaceBook
SB0000038644,M,North America,36,1,FaceBook
SB0000124754,M,Asia,39,3,FaceBook
SB0000145079,F,Asia,39,2,FaceBook
SB0000076450,M,North America,27,2,FaceBook
SB0000064233,F,North America,31,2,FaceBook
SB0000056724,F,EU,31,3,FaceBook
SB0000110257,M,North America,29,2,FaceBook
SB0000044670,M,EU,36,3,FaceBook
SB0000034315,M,North America,34,2,FaceBook
SB0000013589,M,EU,48,3,FaceBook
SB0000150952,F,Asia,30,2,FaceBook
SB0000069989,M,EU,31,3,FaceBook
SB0000072556,F,North America,51,1,FaceBook
SB0000107489,F,ROW,45,1,FaceBook
SB0000024111,M,North America,28,2,FaceBook
SB0000067283,F,North America,39,2,FaceBook
SB0000129559,M,EU,26,2,FaceBook
SB0000127885,F,North America,26,3,FaceBook
SB0000013669,F,Asia,28,3,FaceBook
SB0000090364,F,EU,40,1,FaceBook
SB0000099824,F,ROW,33,1,FaceBook
SB0000054703,F,ROW,39,1,FaceBook
SB0000102397,F,North America,38,2,Google
SB0000017322,M,Asia,32,1,FaceBook
SB0000145006,F,North America,48,2,Google
SB0000078427,M,EU,64,2,Google
SB0000120766,M,North America,41,2,Google
SB0000091282,F,North America,46,3,Email
SB0000074912,M,North America,31,1,FaceBook
SB0000062768,F,North America,39,2,Google
SB0000055269,F,EU,38,3,Email
SB0000066129,M,EU,39,1,FaceBook
SB0000144466,M,North America,41,2,Google
SB0000081340,F,North America,26,2,Google
SB0000070016,F,North America,46,2,Google
SB0000024081,F,ROW,30,1,FaceBook
SB0000102835,M,ROW,24,3,Email
SB0000052889,M,North America,40,2,Google
SB0000082314,M,ROW,38,2,Google
SB0000102650,M,North America,25,3,Email
SB0000135147,M,Asia,34,2,Google
SB0000079711,M,North America,38,2,Google
SB0000104592,M,North America,34,2,Google
SB0000072849,M,North America,26,1,FaceBook
SB0000075920,F,EU,28,3,Email
SB0000103051,F,ROW,43,1,FaceBook
SB0000083055,M,North America,37,2,Google
SB0000030791,F,EU,37,3,Email
SB0000036342,M,North America,24,2,Google
SB0000124938,F,EU,32,1,FaceBook
SB0000093852,F,North America,39,2,Google
SB0000034651,M,North America,40,2,Google
SB0000059673,F,Asia,55,3,Email
SB0000085750,M,North America,30,3,Email
SB0000023940,F,EU,38,2,Google
SB0000060333,F,Asia,27,2,Google
SB0000142488,F,North America,43,1,FaceBook
SB0000017622,F,North America,33,3,Email
SB0000049246,F,North America,49,1,FaceBook
SB0000013595,F,North America,24,1,FaceBook
SB0000038082,M,EU,32,2,Google
SB0000021354,M,Asia,43,1,FaceBook
SB0000091696,M,ROW,38,1,FaceBook
SB0000083453,M,North America,40,2,Google
SB0000092795,F,North America,34,3,Email
SB0000149580,M,ROW,37,3,Email
SB0000096941,F,ROW,33,3,Email
SB0000052540,M,EU,44,1,FaceBook
SB0000051985,F,ROW,39,3,Email
SB0000062286,M,Asia,36,2,Google
SB0000108183,F,EU,33,1,FaceBook
SB0000098770,M,North America,43,2,Google
SB0000144716,F,EU,62,3,Email
SB0000066935,M,ROW,42,1,FaceBook
SB0000082060,F,EU,40,3,Email
SB0000067323,F,North America,50,3,Email
SB0000102334,M,Asia,41,3,Email
SB0000135322,F,North America,48,2,Google
SB0000106798,F,Asia,33,2,Google
SB0000120251,F,EU,31,1,FaceBook
SB0000021629,F,North America,24,1,FaceBook
SB0000071145,F,North America,21,3,Email
SB0000140866,M,Asia,32,1,FaceBook
SB0000082552,F,North America,37,3,Email
SB0000033822,F,North America,49,1,FaceBook
SB0000125695,M,North America,40,3,Email
SB0000113821,M,North America,40,3,Email
SB0000084358,M,North America,24,2,Google
SB0000036408,M,ROW,56,1,FaceBook
SB0000141535,M,North America,40,3,Email
SB0000110048,F,ROW,61,1,FaceBook
SB0000146596,F,North America,38,1,FaceBook
SB0000093235,M,Asia,28,3,Email
SB0000059838,F,North America,39,2,Google
SB0000016285,F,North America,56,1,FaceBook
SB0000055119,M,North America,27,2,Google
SB0000148053,F,North America,36,2,Google
SB0000105804,F,North America,36,1,FaceBook
SB0000124602,F,Asia,41,3,Email
SB0000091143,M,ROW,38,2,Google
SB0000150026,M,ROW,28,2,Google
SB0000137631,F,Asia,45,3,Email
SB0000133607,F,North America,58,3,Email
SB0000145461,F,North America,55,3,Email
SB0000078782,M,EU,44,3,Email
SB0000013363,F,EU,34,2,Google
SB0000095715,F,ROW,44,1,FaceBook
SB0000108414,F,North America,34,2,Google
SB0000073875,F,North America,41,1,FaceBook
SB0000146015,F,North America,44,2,Google
SB0000074386,M,Asia,53,3,Email
SB0000047869,M,Asia,31,3,Email
SB0000054650,M,North America,26,2,Google
SB0000036884,F,North America,49,1,FaceBook
SB0000115488,F,North America,36,2,Google
SB0000021195,F,EU,36,3,Email
SB0000028832,M,ROW,29,2,Google
SB0000049743,F,ROW,50,2,Google
SB0000081564,F,North America,38,1,Google
SB0000119508,M,North America,36,3,Google
SB0000103823,M,EU,31,1,Google
SB0000066749,M,North America,38,3,Google
SB0000089208,F,North America,38,1,Google
SB0000081800,M,EU,40,1,Google
SB0000107440,M,ROW,34,3,Google
SB0000125634,M,Asia,18,1,Google
SB0000091722,M,ROW,46,3,Google
SB0000054036,F,North America,43,2,Google
SB0000145255,F,North America,28,3,Google
SB0000097699,M,Asia,24,2,Google
SB0000135000,M,EU,42,3,Google
SB0000098727,M,EU,36,2,Google
SB0000122147,M,Asia,57,1,Google
SB0000134683,F,Asia,20,1,Google
SB0000120613,F,North America,36,2,Google
SB0000137699,F,EU,25,3,Google
SB0000016571,F,EU,23,1,Google
SB0000133992,M,EU,41,2,Google
SB0000014047,F,EU,44,1,Google
SB0000035229,F,EU,33,1,Google
SB0000099551,F,ROW,34,3,Google
SB0000019080,F,North America,53,3,Google
SB0000079955,M,EU,47,2,Google
SB0000093370,M,EU,39,3,Google
SB0000119257,M,Asia,46,3,Google
SB0000099931,F,North America,37,1,Google
SB0000111543,M,EU,47,2,Google
SB0000067986,M,North America,45,3,Email
SB0000012996,M,North America,29,1,FaceBook
SB0000119749,F,ROW,46,1,FaceBook
SB0000104788,M,North America,25,2,Google
SB0000018752,F,North America,37,3,Email
SB0000143560,M,North America,38,2,Google
SB0000128001,F,EU,33,3,Email
SB0000093407,F,ROW,44,2,Google
SB0000048886,M,North America,44,1,FaceBook
SB0000050299,M,North America,33,2,Google
SB0000120398,M,ROW,34,2,Google
SB0000134830,F,Asia,33,1,FaceBook
SB0000120819,F,EU,35,1,FaceBook
SB0000139011,F,North America,48,2,Google
SB0000017495,F,North America,40,3,Email
SB0000135746,M,North America,41,1,FaceBook
SB0000133036,M,North America,42,1,FaceBook
SB0000040326,F,North America,34,1,FaceBook
SB0000125702,M,North America,26,1,FaceBook
SB0000037355,M,North America,27,2,Google
SB0000120148,M,North America,33,1,FaceBook
SB0000098512,M,North America,50,2,Google
SB0000146485,M,North America,33,3,Email
SB0000020588,M,North America,32,2,Google
SB0000113224,F,North America,40,1,FaceBook
SB0000136308,F,Asia,58,1,FaceBook
SB0000127713,F,Asia,35,3,Email
SB0000041475,F,EU,42,1,FaceBook
SB0000056002,F,ROW,46,1,FaceBook
SB0000042397,F,Asia,40,1,FaceBook
SB0000021932,F,ROW,35,3,Email
SB0000103673,F,EU,36,2,Google
SB0000105534,F,Asia,47,1,FaceBook
SB0000075626,F,ROW,30,3,Email
SB0000018131,M,North America,30,2,Google
SB0000111375,F,EU,28,1,FaceBook
SB0000063737,M,North America,33,2,Google
SB0000081573,M,Asia,53,2,Google
SB0000081418,M,EU,36,3,Email
SB0000038735,M,EU,28,3,Email
SB0000078830,F,ROW,29,1,FaceBook
SB0000017175,F,Asia,39,3,Email
SB0000126861,F,EU,35,3,Email
SB0000039736,F,EU,46,3,Email
SB0000048547,M,EU,40,2,Google
SB0000123328,M,Asia,35,3,Email
SB0000049733,F,Asia,36,1,FaceBook
SB0000096758,F,Asia,47,2,Google
SB0000081481,M,EU,30,2,Google
SB0000113198,M,North America,30,2,Google
SB0000117444,M,North America,28,2,Google
SB0000110106,M,North America,33,1,FaceBook
SB0000030908,F,North America,53,2,Google
SB0000055959,M,North America,36,1,FaceBook
SB0000039988,M,North America,28,1,FaceBook
SB0000125196,M,EU,29,1,FaceBook
SB0000117219,M,EU,39,1,FaceBook
SB0000027368,F,EU,35,3,Email
SB0000126948,F,EU,47,1,FaceBook
SB0000094948,F,ROW,40,2,Google
SB0000115065,F,North America,44,3,Email
SB0000047992,M,ROW,27,1,FaceBook
SB0000040766,F,EU,31,3,Email
SB0000101558,M,North America,22,1,FaceBook
SB0000130788,M,Asia,44,3,Email
SB0000143342,M,EU,31,2,Google
SB0000072463,M,North America,37,1,FaceBook
SB0000121843,M,North America,34,2,Google
SB0000146168,F,EU,31,3,Email
SB0000114535,M,EU,27,3,Email
SB0000119541,F,North America,49,1,FaceBook
SB0000039535,M,EU,40,2,Google
SB0000117107,F,North America,31,1,FaceBook
SB0000132381,F,North America,50,3,Email
SB0000113369,F,North America,32,3,Email
SB0000029106,F,North America,35,2,Google
SB0000106810,F,North America,34,2,Google
SB0000120662,F,EU,38,2,Google
SB0000051412,F,EU,41,1,FaceBook
SB0000122816,F,ROW,35,2,Google
SB0000104809,F,North America,31,2,Google
SB0000113072,M,Asia,28,1,FaceBook
SB0000027920,M,EU,31,2,Google
SB0000119324,F,North America,40,3,Email
SB0000139349,F,Asia,38,1,FaceBook
SB0000104465,M,North America,33,2,Google
SB0000069827,M,North America,33,3,Email
SB0000074156,M,Asia,40,3,Email
SB0000141022,M,North America,58,1,FaceBook
SB0000130859,F,ROW,34,2,Google
SB0000134507,M,ROW,40,2,Google
SB0000135156,M,North America,32,3,Email
SB0000047078,M,Asia,32,3,Email
SB0000095808,M,EU,39,1,FaceBook
SB0000129545,M,North America,42,3,Email
SB0000087469,F,North America,30,1,FaceBook
SB0000029309,M,North America,39,2,Google
SB0000022050,F,EU,39,3,Email
SB0000043130,M,North America,40,2,Google
SB0000019825,M,North America,30,3,Email
SB0000128460,M,North America,30,3,Email
SB0000064006,F,ROW,35,1,FaceBook
SB0000112827,F,North America,37,1,FaceBook
SB0000034522,M,EU,34,1,FaceBook
SB0000082433,F,EU,37,3,Email
SB0000100915,M,Asia,32,2,Google
SB0000119460,M,North America,24,1,FaceBook
SB0000030175,F,EU,28,2,Google
SB0000092410,M,ROW,62,3,Email
SB0000029223,F,ROW,31,3,Email
SB0000121826,F,North America,39,3,Email
SB0000097050,F,EU,34,2,Google
SB0000137616,M,North America,33,1,FaceBook
SB0000134344,F,ROW,29,3,Email
SB0000027811,F,EU,19,1,FaceBook
SB0000036996,F,North America,36,3,Email
SB0000014874,M,North America,63,3,Email
SB0000112375,M,North America,39,1,FaceBook
SB0000116929,M,ROW,32,1,FaceBook
SB0000112572,F,North America,33,2,Google
SB0000141188,M,North America,45,3,Email
SB0000029305,F,ROW,63,3,Email
SB0000133967,F,North America,31,3,Email
SB0000099440,M,North America,28,2,Google
SB0000053589,F,EU,57,2,Google
SB0000088551,M,ROW,34,3,Email
SB0000113405,F,North America,42,1,FaceBook
SB0000080054,M,EU,52,2,Google
SB0000111744,M,Asia,51,3,Email
SB0000040784,F,ROW,25,2,Google
SB0000089203,F,ROW,37,2,Google
SB0000142801,M,North America,32,1,FaceBook
SB0000050419,F,Asia,51,2,Google
SB0000078491,M,Asia,49,1,FaceBook
SB0000139500,M,ROW,23,2,Google
SB0000123950,M,North America,36,1,FaceBook
SB0000125883,F,EU,38,1,FaceBook
SB0000114045,F,EU,31,2,Google
SB0000094321,F,ROW,43,3,Email
SB0000031228,M,EU,22,1,FaceBook
SB0000120415,F,North America,36,3,Email
SB0000031088,M,EU,30,3,Email
SB0000078672,M,ROW,41,1,FaceBook
SB0000052358,M,EU,22,3,Email
SB0000139467,M,Asia,57,3,Email
SB0000137615,M,Asia,37,1,FaceBook
SB0000028581,M,Asia,41,1,FaceBook
SB0000148057,F,North America,32,1,FaceBook
SB0000148790,M,North America,40,1,FaceBook
SB0000018188,F,EU,56,2,Google
SB0000052270,F,North America,34,2,Google
SB0000023786,M,North America,39,2,Google
SB0000035437,M,North America,30,1,FaceBook
SB0000019579,F,ROW,62,2,Google
SB0000113705,M,North America,47,1,FaceBook
SB0000141061,F,North America,40,2,Google
SB0000129020,F,North America,38,1,FaceBook
SB0000032909,F,North America,36,3,Email
SB0000129430,M,EU,32,3,Email
SB0000097073,M,ROW,41,1,FaceBook
SB0000032627,F,North America,36,3,Email
SB0000034175,M,North America,43,2,Google
SB0000088672,F,North America,45,1,FaceBook
SB0000039010,M,North America,43,1,FaceBook
SB0000112193,M,North America,23,2,Google
SB0000108478,M,North America,38,3,Email
SB0000043122,M,North America,29,1,FaceBook
SB0000066370,F,North America,39,3,Email
SB0000077723,M,ROW,64,2,Google
SB0000071308,F,North America,28,3,Email
SB0000142432,F,EU,32,1,FaceBook
SB0000034434,M,North America,24,2,Google
SB0000144344,F,EU,22,1,FaceBook
SB0000082191,M,North America,37,3,Email
SB0000029221,F,North America,25,1,FaceBook
SB0000075843,F,EU,29,2,Google
SB0000110053,F,Asia,35,2,Google
SB0000069442,F,ROW,45,2,Google
SB0000100884,F,EU,32,3,Email
SB0000053962,F,North America,46,3,Email
SB0000094891,F,North America,36,1,FaceBook
SB0000013450,F,North America,41,1,FaceBook
SB0000055697,F,North America,28,1,FaceBook
SB0000116130,F,North America,24,2,Google
SB0000121294,M,North America,35,2,Google
SB0000118784,F,Asia,51,3,Email
SB0000089316,M,North America,59,2,Google
SB0000032243,M,Asia,21,3,Email
SB0000120090,F,North America,28,2,Google
SB0000047928,F,ROW,40,1,FaceBook
SB0000146029,M,EU,36,3,Email
SB0000072914,M,EU,43,1,FaceBook
SB0000087936,F,North America,35,1,FaceBook
SB0000060514,M,ROW,43,2,Google
SB0000058924,M,Asia,27,1,FaceBook
SB0000013544,F,Asia,31,2,Google
SB0000144193,M,Asia,60,2,Google
SB0000039659,F,Asia,21,2,Google
SB0000088093,F,North America,27,2,Google
SB0000081368,F,North America,40,2,Google
SB0000101567,F,EU,64,2,Google
SB0000026529,F,North America,39,2,Google
SB0000118792,M,North America,33,3,Email
SB0000068044,M,North America,54,3,Email
SB0000041966,M,North America,44,1,FaceBook
SB0000088420,M,North America,49,1,FaceBook
SB0000134162,M,ROW,39,3,Email
SB0000047292,M,EU,30,2,Email
SB0000085627,M,Asia,36,1,Email
SB0000056725,M,North America,42,2,Email
SB0000116685,M,EU,26,3,Email
SB0000054140,M,North America,29,2,Email
SB0000079817,M,North America,39,1,Email
SB0000044752,M,ROW,43,1,Email
SB0000143054,F,EU,40,3,Email
SB0000089083,F,North America,40,3,Email
SB0000030701,M,EU,48,3,Email
SB0000091047,F,EU,18,3,Email
SB0000018683,M,EU,49,2,Email
SB0000044701,F,ROW,39,3,Email
SB0000053414,M,North America,27,2,Email
SB0000136845,F,ROW,34,2,Email
SB0000059071,F,North America,32,3,Email
SB0000073227,M,North America,28,2,Email
SB0000106065,F,North America,45,1,Email
SB0000051617,M,EU,39,3,Email
SB0000137276,F,Asia,35,1,Email
SB0000098327,F,North America,28,3,Email
SB0000147898,M,EU,42,2,Email
SB0000032736,M,ROW,23,3,Email
SB0000104059,M,North America,43,1,Email
SB0000048788,M,ROW,22,3,Email
SB0000123465,M,North America,40,2,Email
SB0000136198,M,North America,30,2,Email
SB0000098317,F,North America,46,2,Email
SB0000023558,M,North America,35,3,Email
SB0000066893,M,North America,30,3,Email
SB0000114470,M,North America,40,2,Email
SB0000065539,M,ROW,31,3,Email
SB0000094051,F,North America,36,1,Email
SB0000021865,M,North America,33,2,Email
SB0000063706,M,North America,35,3,Email
SB0000100381,M,North America,36,1,Email
SB0000119209,F,North America,39,1,Email
SB0000074605,F,North America,39,1,Email
SB0000076662,M,EU,27,3,Email
SB0000070960,M,North America,31,1,Email
SB0000082889,F,North America,31,3,Email
SB0000106333,M,North America,29,1,Email
SB0000135881,M,EU,36,2,Email
SB0000145039,M,Asia,34,1,Email
SB0000107818,M,North America,48,3,Email
SB0000115473,M,Asia,30,1,Email
SB0000115452,F,EU,31,2,Email
SB0000115562,M,EU,51,1,Email
SB0000047222,F,North America,45,2,Email
SB0000149415,M,EU,28,3,Email
SB0000120003,F,Asia,39,3,Email
SB0000100676,F,Asia,26,1,Email
SB0000083569,F,North America,26,1,Email
SB0000104470,M,North America,28,2,Email
SB0000134479,F,ROW,40,2,Email
SB0000063602,F,Asia,33,1,Email
SB0000137306,M,North America,39,3,Email
SB0000088501,M,North America,38,1,Email
SB0000096004,M,EU,32,2,Email
SB0000121486,M,North America,48,1,Email
SB0000112624,F,EU,64,2,Email
SB0000037904,M,North America,41,2,Email
SB0000103118,F,EU,46,3,Email
SB0000131101,M,North America,31,1,Email
SB0000051620,M,ROW,39,3,Email
SB0000031096,F,North America,38,3,Email
SB0000038188,M,North America,39,2,Email
SB0000102781,M,North America,41,3,Email
SB0000142001,F,North America,26,2,Email
SB0000030940,F,Asia,46,3,Email
SB0000033892,F,Asia,30,1,Email
SB0000083240,M,ROW,24,3,Email
SB0000074203,F,North America,40,1,Email
SB0000084807,F,ROW,38,3,Email
SB0000085696,F,North America,25,1,Email
SB0000145300,F,EU,34,2,Email
SB0000118040,M,EU,38,3,Email
SB0000033891,M,Asia,34,1,Email
SB0000136613,M,North America,26,3,Email
SB0000102399,F,EU,28,2,Email
SB0000110962,M,EU,43,1,Email
SB0000106261,M,North America,37,3,Email
SB0000076717,M,North America,37,1,Email
SB0000067783,F,EU,24,2,Email
SB0000083301,F,Asia,32,3,Email
SB0000106217,F,North America,39,3,Email
SB0000116247,M,North America,40,2,Email
SB0000031863,M,EU,55,1,Email
SB0000051602,F,North America,30,2,Email
SB0000029031,F,ROW,38,1,Email
SB0000022500,M,North America,27,3,Email
SB0000150934,F,EU,43,3,Email
SB0000052246,F,North America,33,3,Email
SB0000025503,M,ROW,49,3,Email
SB0000093651,F,EU,24,2,Email
SB0000058824,F,EU,32,3,Email
SB0000012450,F,EU,43,2,Email
SB0000063727,F,North America,38,2,Email
SB0000054126,M,ROW,40,3,Email
SB0000134042,M,EU,34,3,Email
SB0000058158,M,North America,37,2,Email
SB0000073220,M,North America,33,1,Email
SB0000128403,F,North America,44,2,Email
SB0000093072,M,Asia,39,2,Email
SB0000034573,F,North America,36,3,Email
SB0000140501,F,North America,33,3,Email
SB0000066393,M,EU,43,2,Email
SB0000126580,M,ROW,62,1,Email
SB0000128842,F,North America,42,1,Email
SB0000112074,M,EU,40,1,Email
SB0000115470,F,Asia,50,3,Email
SB0000066319,M,ROW,41,2,Email
SB0000106410,M,North America,48,3,Email
SB0000036059,F,ROW,33,2,Email
SB0000075657,M,North America,31,3,Email
SB0000072606,M,ROW,24,3,Email
SB0000020453,M,EU,21,2,Email
SB0000111261,F,ROW,32,3,Email
SB0000075063,F,Asia,37,2,Email
SB0000129568,F,North America,49,1,Email
SB0000098530,F,Asia,40,1,Email
SB0000094427,F,EU,40,3,Email
SB0000043321,F,EU,24,1,Email
SB0000014471,F,ROW,56,2,Email
SB0000084778,F,North America,40,3,Email
SB0000085043,M,Asia,61,3,Email
SB0000045894,F,North America,38,1,Email
SB0000019432,M,North America,28,3,Email
SB0000096446,M,North America,39,3,Email
SB0000018704,M,North America,56,3,Email
SB0000095649,F,EU,27,1,Email
SB0000142910,F,EU,36,1,Email
SB0000116952,M,North America,36,1,Email
SB0000142922,M,North America,41,2,Email
SB0000085001,M,Asia,38,3,Email
SB0000120945,F,EU,28,3,Email
SB0000017473,F,ROW,45,1,Email
SB0000062746,F,EU,58,1,Email
SB0000117173,M,EU,55,1,Email
